code,L0コード,L0科目,L1コード,L1科目,L2コード,L2科目,L3コード,L3科目,L4コード,L4科目,L5コード,L5科目,表示レベル,is_leaf,is_total,頻出追加科目,合算定義
PL-01-03-004-001-001,PL,事業活動計算書,01,サービス活動増減の部,03,費用,004,就労支援事業費用,001,就労支援事業販売原価,001,期首製品（商品）棚卸高,6,1,0,0,
PL-01-03-004-001-002,PL,事業活動計算書,01,サービス活動増減の部,03,費用,004,就労支援事業費用,001,就労支援事業販売原価,002,当期就労支援事業製造原価,6,1,0,0,
PL-01-03-004-001-003,PL,事業活動計算書,01,サービス活動増減の部,03,費用,004,就労支援事業費用,001,就労支援事業販売原価,003,当期就労支援事業仕入高,6,1,0,0,
PL-01-03-004-001-004,PL,事業活動計算書,01,サービス活動増減の部,03,費用,004,就労支援事業費用,001,就労支援事業販売原価,004,期末製品（商品）棚卸高,6,1,0,0,
PL-01-03-004-002-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,004,就労支援事業費用,002,就労支援事業販管費,000,,5,1,0,0,
PL-01-03-005-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,005,授産事業費用,000,,000,,4,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-005-001-000""}]"
PL-01-03-005-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,005,授産事業費用,001,（何）事業費,000,,5,0,0,0,
PL-01-03-006-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,006,（何）費用,000,,000,,4,0,0,0,
PL-01-03-007-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,007,利用者負担軽減額,000,,000,,4,1,0,0,
PL-01-03-008-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-008-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-003-000""}]"
PL-01-03-008-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-008-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-001-002""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-001-003""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-001-004""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-001-005""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-001-006""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-001-007""}]"
PL-01-03-008-001-001,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,001,老人福祉活動費,6,0,0,0,
PL-01-03-008-001-002,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,002,障害児・者福祉活動費,6,0,0,0,
PL-01-03-008-001-003,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,003,児童・青少年福祉活動費,6,0,0,0,
PL-01-03-008-001-004,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,004,母子・父子福祉活動費,6,0,0,0,
PL-01-03-008-001-005,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,005,福祉育成・援助活動費,6,0,0,0,
PL-01-03-008-001-006,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,006,ボランティア活動育成事業費,6,0,0,0,
PL-01-03-008-001-007,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,001,一般募金配分金事業費,007,災害ボランティア支援事業費,6,0,0,0,
PL-01-03-008-002-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,002,歳末たすけあい配分金事業費,000,,5,0,0,0,
PL-01-03-008-003-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,008,共同募金配分金事業費,003,返還金費用,000,,5,0,0,0,
PL-01-03-019-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,019,退職共済事業費用,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-019-001-000""}]"
PL-01-03-019-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,019,退職共済事業費用,001,事務費,000,,5,0,0,0,
PL-01-03-009-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,009,分担金費用,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-009-001-000""}]"
PL-01-03-009-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,009,分担金費用,001,分担金費用,000,,5,0,0,0,
PL-01-03-010-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,010,助成金費用,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-010-001-000""}]"
PL-01-03-010-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,010,助成金費用,001,助成金費用,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-010-001-001""}]"
PL-01-03-010-001-001,PL,事業活動計算書,01,サービス活動増減の部,03,費用,010,助成金費用,001,助成金費用,001,（何）助成金費用,6,0,0,0,
PL-01-03-011-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,011,負担金費用,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-011-001-000""}]"
PL-01-03-011-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,011,負担金費用,001,負担金費用,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-011-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-03-011-001-002""}]"
PL-01-03-011-001-001,PL,事業活動計算書,01,サービス活動増減の部,03,費用,011,負担金費用,001,負担金費用,001,民生委員互助共励事業会費費用,6,0,0,0,
PL-01-03-011-001-002,PL,事業活動計算書,01,サービス活動増減の部,03,費用,011,負担金費用,001,負担金費用,002,（何）負担金費用,6,0,0,0,
PL-01-03-012-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,012,基金組入額,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-012-001-000""}]"
PL-01-03-012-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,012,基金組入額,001,（何）基金組入額,000,,5,0,0,0,
PL-01-03-013-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,013,減価償却費,000,,000,,4,1,0,0,
PL-01-03-014-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,014,国庫補助金等特別積立金取崩額,000,,000,,4,1,0,0,
PL-01-03-020-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,020,貸倒損失額,000,,000,,4,1,0,0,
PL-01-03-021-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,021,貸倒引当金繰入,000,,000,,4,1,0,0,
PL-01-03-015-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,015,徴収不能額,000,,000,,4,1,0,0,
PL-01-03-016-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,016,徴収不能引当金繰入,000,,000,,4,1,0,0,
PL-01-03-017-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,017,その他の費用,000,,000,,4,1,0,0,
PL-01-03-018-000-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,018,その他の費用,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-018-001-000""}]"
PL-01-03-018-001-000,PL,事業活動計算書,01,サービス活動増減の部,03,費用,018,その他の費用,001,その他の費用,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-018-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-03-018-001-002""}]"
PL-01-03-018-001-001,PL,事業活動計算書,01,サービス活動増減の部,03,費用,018,その他の費用,001,その他の費用,001,退職手当積立基金預け金差損,6,0,0,0,
PL-01-03-018-001-002,PL,事業活動計算書,01,サービス活動増減の部,03,費用,018,その他の費用,001,その他の費用,002,その他の費用,6,0,0,0,
PL-01-04-000-000-000,PL,事業活動計算書,01,サービス活動増減の部,04,サービス活動費用計（２）,000,,000,,000,,3,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-03-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-006-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-007-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-019-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-010-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-011-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-012-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-013-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-014-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-020-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-021-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-015-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-016-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-017-000-000""}, {""sign"": ""+"", ""code"": ""PL-01-03-018-000-000""}]"
PL-02-00-000-000-000,PL,事業活動計算書,02,サービス活動増減差額（３）＝（１）－（２）,00,,000,,000,,000,,2,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-02-000-000-000""}, {""sign"": ""-"", ""code"": ""PL-01-04-000-000-000""}]"
PL-03-00-000-000-000,PL,事業活動計算書,03,サービス活動外増減の部,00,,000,,000,,000,,2,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-01-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-02-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-04-000-000-000""}]"
PL-03-01-000-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,000,,000,,000,,3,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-01-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-010-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-006-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-000-000""}]"
PL-03-01-001-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,001,借入金利息補助金収益,000,,000,,4,1,0,0,
PL-03-01-002-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,002,受取利息配当金収益,000,,000,,4,1,0,0,
PL-03-01-010-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,010,社会福祉連携推進業務貸付金受取利息収益,000,,000,,4,1,0,0,
PL-03-01-003-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,003,有価証券評価益,000,,000,,4,1,0,0,
PL-03-01-004-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,004,有価証券売却益,000,,000,,4,1,0,0,
PL-03-01-005-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,005,投資有価証券評価益,000,,000,,4,1,0,0,
PL-03-01-006-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,006,投資有価証券売却益,000,,000,,4,1,0,0,
PL-03-01-008-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,008,基本財産評価益,000,,000,,4,1,0,0,
PL-03-01-009-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,009,積立資産評価益,000,,000,,4,1,0,0,
PL-03-01-007-000-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-01-007-001-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-002-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-003-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-005-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-006-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-004-000""}]"
PL-03-01-007-001-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,001,受入研修費収益,000,,5,1,0,0,
PL-03-01-007-002-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,002,利用者等外給食収益,000,,5,1,0,0,
PL-03-01-007-003-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,003,為替差益,000,,5,1,0,0,
PL-03-01-007-005-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,005,退職共済事業管理資産評価益,000,,5,0,0,0,
PL-03-01-007-006-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,006,退職共済預り金戻入額,000,,5,0,0,0,
PL-03-01-007-004-000,PL,事業活動計算書,03,サービス活動外増減の部,01,収益,007,その他のサービス活動外収益,004,雑収益,000,,5,1,0,0,
PL-03-02-000-000-000,PL,事業活動計算書,03,サービス活動外増減の部,02,サービス活動外収益計（４）,000,,000,,000,,3,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-01-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-010-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-006-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-01-007-000-000""}]"
PL-03-03-000-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,000,,000,,000,,3,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-03-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-007-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-006-000-000""}]"
PL-03-03-001-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,001,支払利息,000,,000,,4,1,0,0,
PL-03-03-009-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,009,社会福祉連携推進業務借入金支払利息,000,,000,,4,1,0,0,
PL-03-03-002-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,002,有価証券評価損,000,,000,,4,1,0,0,
PL-03-03-003-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,003,有価証券売却損,000,,000,,4,1,0,0,
PL-03-03-004-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,004,投資有価証券評価損,000,,000,,4,1,0,0,
PL-03-03-005-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,005,投資有価証券売却損,000,,000,,4,1,0,0,
PL-03-03-007-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,007,基本財産評価損,000,,000,,4,1,0,0,
PL-03-03-008-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,008,積立資産評価損,000,,000,,4,1,0,0,
PL-03-03-006-000-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,006,その他のサービス活動外費用,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-03-006-001-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-006-002-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-006-004-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-006-005-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-006-003-000""}]"
PL-03-03-006-001-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,006,その他のサービス活動外費用,001,利用者等外給食費,000,,5,1,0,0,
PL-03-03-006-002-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,006,その他のサービス活動外費用,002,為替差損,000,,5,1,0,0,
PL-03-03-006-004-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,006,その他のサービス活動外費用,004,退職共済事業管理資産評価損,000,,5,0,0,0,
PL-03-03-006-005-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,006,その他のサービス活動外費用,005,退職共済預り金繰入額,000,,5,0,0,0,
PL-03-03-006-003-000,PL,事業活動計算書,03,サービス活動外増減の部,03,費用,006,その他のサービス活動外費用,003,雑損失,000,,5,1,0,0,
PL-03-04-000-000-000,PL,事業活動計算書,03,サービス活動外増減の部,04,サービス活動外費用計（５）,000,,000,,000,,3,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-03-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-007-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-03-03-006-000-000""}]"
PL-04-00-000-000-000,PL,事業活動計算書,04,サービス活動外増減差額（６）＝（４）－（５）,00,,000,,000,,000,,2,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-03-02-000-000-000""}, {""sign"": ""-"", ""code"": ""PL-03-04-000-000-000""}]"
PL-05-00-000-000-000,PL,事業活動計算書,05,経常増減差額（７）＝（３）＋（６）,00,,000,,000,,000,,2,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-02-00-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-04-00-000-000-000""}]"
PL-06-00-000-000-000,PL,事業活動計算書,06,特別増減の部,00,,000,,000,,000,,2,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-02-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-000-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-04-000-000-000""}]"
PL-06-01-000-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,000,,000,,000,,3,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-006-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-007-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-010-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-011-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-012-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-013-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-014-000-000""}]"
PL-06-01-001-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,001,施設整備等補助金収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-001-001-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-001-002-000""}]"
PL-06-01-001-001-000,PL,事業活動計算書,06,特別増減の部,01,収益,001,施設整備等補助金収益,001,施設整備等補助金収益,000,,5,1,0,0,
PL-06-01-001-002-000,PL,事業活動計算書,06,特別増減の部,01,収益,001,施設整備等補助金収益,002,設備資金借入金元金償還補助金収益,000,,5,1,0,0,
PL-06-01-002-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,002,施設整備等寄附金収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-002-001-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-002-002-000""}]"
PL-06-01-002-001-000,PL,事業活動計算書,06,特別増減の部,01,収益,002,施設整備等寄附金収益,001,施設整備等寄附金収益,000,,5,1,0,0,
PL-06-01-002-002-000,PL,事業活動計算書,06,特別増減の部,01,収益,002,施設整備等寄附金収益,002,設備資金借入金元金償還寄附金収益,000,,5,1,0,0,
PL-06-01-003-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,003,長期運営資金借入金元金償還寄附金収益,000,,000,,4,1,0,0,
PL-06-01-004-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,004,固定資産受贈額,000,,000,,4,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-004-001-000""}]"
PL-06-01-004-001-000,PL,事業活動計算書,06,特別増減の部,01,収益,004,固定資産受贈額,001,（何）受贈額,000,,5,0,0,0,
PL-06-01-005-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,005,固定資産売却益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-005-001-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-005-002-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-005-003-000""}]"
PL-06-01-005-001-000,PL,事業活動計算書,06,特別増減の部,01,収益,005,固定資産売却益,001,車輌運搬具売却益,000,,5,1,0,0,
PL-06-01-005-002-000,PL,事業活動計算書,06,特別増減の部,01,収益,005,固定資産売却益,002,器具及び備品売却益,000,,5,1,0,0,
PL-06-01-005-003-000,PL,事業活動計算書,06,特別増減の部,01,収益,005,固定資産売却益,003,（何）売却益,000,,5,0,0,0,
PL-06-01-006-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,006,生活福祉資金会計繰入金収益,000,,000,,4,0,0,0,
PL-06-01-007-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,007,事業区分間繰入金収益,000,,000,,4,1,0,0,
PL-06-01-008-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,008,拠点区分間繰入金収益,000,,000,,4,1,0,0,
PL-06-01-009-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,009,サービス区分間繰入金収益,000,,000,,4,0,0,0,
PL-06-01-010-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,010,生活福祉資金会計固定資産移管収益,000,,000,,4,0,0,0,
PL-06-01-011-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,011,事業区分間固定資産移管収益,000,,000,,4,1,0,0,
PL-06-01-012-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,012,拠点区分間固定資産移管収益,000,,000,,4,1,0,0,
PL-06-01-013-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,013,サービス区分間固定資産移管収益,000,,000,,4,0,0,0,
PL-06-01-014-000-000,PL,事業活動計算書,06,特別増減の部,01,収益,014,その他の特別収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-014-002-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-014-001-000""}]"
PL-06-01-014-002-000,PL,事業活動計算書,06,特別増減の部,01,収益,014,その他の特別収益,002,貸倒引当金戻入益,000,,5,1,0,0,
PL-06-01-014-001-000,PL,事業活動計算書,06,特別増減の部,01,収益,014,その他の特別収益,001,徴収不能引当金戻入益,000,,5,1,0,0,
PL-06-02-000-000-000,PL,事業活動計算書,06,特別増減の部,02,特別収益計（８）,000,,000,,000,,3,1,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-01-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-006-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-007-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-010-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-011-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-012-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-013-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-01-014-000-000""}]"
PL-06-03-000-000-000,PL,事業活動計算書,06,特別増減の部,03,費用,000,,000,,000,,3,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-03-001-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-002-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-003-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-004-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-005-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-006-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-007-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-008-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-009-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-010-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-011-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-012-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-013-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-014-000-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-015-000-000""}]"
PL-06-03-001-000-000,PL,事業活動計算書,06,特別増減の部,03,費用,001,基本金組入額,000,,000,,4,1,0,0,
PL-06-03-002-000-000,PL,事業活動計算書,06,特別増減の部,03,費用,002,資産評価損,000,,000,,4,1,0,0,
PL-06-03-003-000-000,PL,事業活動計算書,06,特別増減の部,03,費用,003,固定資産売却損・処分損,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-06-03-003-001-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-003-002-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-003-003-000""}, {""sign"": ""+"", ""code"": ""PL-06-03-003-004-000""}]"
PL-06-03-003-001-000,PL,事業活動計算書,06,特別増減の部,03,費用,003,固定資産売却損・処分損,001,建物売却損・処分損,000,,5,1,0,0,
PL-06-03-003-002-000,PL,事業活動計算書,06,特別増減の部,03,費用,003,固定資産売却損・処分損,002,車輌運搬具売却損・処分損,000,,5,1,0,0,
